Code,Name,ICAO,IATA,Location,CountryISO2,Latitude,Longitude,AltitudeFeet
CD00,Emancipation Hill Heliport,CD00,,Boulder,US,40.053600,-105.360001,7152
CD01,Lowe Airstrip,CD01,,Cotopaxi,US,38.398300,-105.620003,6200
CD02,Skyote Airport,CD02,,Steamboat Springs,US,40.757999,-106.972000,8200
CD03,Tinnes Airport,CD03,,Lamar,US,38.199001,-102.572998,3850
CD04,S F Heliport,CD04,,Westminster,US,39.820801,-105.054001,5500
CD05,Jackson Airfield,CD05,,Yuma,US,40.194401,-102.697998,4075
CD06,Centennial Healthcare Plaza Heliport,CD06,,Englewood,US,39.594398,-104.822998,5680
CD07,Poudre Valley Hospital Heliport,CD07,,Fort Collins,US,40.571602,-105.056000,4960
CD08,Public Service Company/Mdc Heliport,CD08,,Irondale,US,39.866699,-104.901001,5110
CD09,Yoder Airstrip,CD09,,Bennett,US,39.819698,-104.408997,5345
CD10,Chapman Field,CD10,,South Fork,US,37.674999,-106.556000,8100
CD11,Mountain Bell/Durango Heliport,CD11,,Durango,US,37.241699,-107.875999,6534
CD12,Gunnison Valley Hospital Heliport,CD12,,Gunnison,US,38.551701,-106.925003,7715
CD13,Morris Airport,CD13,,Deer Trail,US,39.835098,-103.736000,4750
CD14,J & S Airport,CD14,,Bennett,US,39.828899,-104.436996,5320
CD15,Schantz Airstrip,CD15,,Simla,US,39.296398,-104.125000,5870
CD16,Branson Heliport,CD16,,Branson,US,37.019199,-103.886002,6262
CD17,Bijou Basin Airport,CD17,,Byers,US,39.908298,-104.125999,4885
CD18,Amax Mill Heliport,CD18,,Dillon/Silverthorne,US,39.833302,-106.067001,9176
CD19,Arapahoe Heliport,CD19,,Idaho Springs,US,39.690800,-105.504997,10672
CD20,Sprague Airport,CD20,,Loveland,US,40.474998,-105.220001,5603
CD21,Badger Mountain Heliport,CD21,,Tarryall,US,39.049400,-105.513000,11294
CD22,North Suburban Medical Center Heliport,CD22,,Thornton,US,39.863602,-104.985001,5333
CD23,Aero Bear Field,CD23,,Calhan,US,39.198299,-104.329002,6300
CD24,Red Canyon Ranch Heliport,CD24,,Castle Rock,US,39.352501,-105.007004,6450
CD25,Henderson Mine Heliport,CD25,,Berthoud Falls,US,39.769402,-105.850998,10340
CD26,Peyton Heliport,CD26,,Calhan,US,39.042500,-104.364998,6821
CD27,Page Memorial Hospital Heliport,CD27,,Luray,US,38.662498,-78.467796,900
CD28,Tall Timber Airport,CD28,,Indian Hills,US,39.643902,-105.267998,7360
CD29,Cerro Summit Heliport,CD29,,Cimarron,US,38.450001,-107.651001,8208
CD30,Fitzpatrick Heliport,CD30,,Cimarron,US,38.383301,-107.417000,9316
CD31,Parker Adventist Hospital Heliport,CD31,,Parker,US,39.547600,-104.766998,5766
CD32,Castle Lakes Airport,CD32,,Lake City,US,37.909199,-107.349998,9300
CD33,Mesa Verde Heliport,CD33,,Cortez,US,37.250000,-108.500999,8074
CD34,Point Creek Heliport,CD34,,Delta,US,38.799999,-108.167000,6200
CD35,Pleasant View Heliport,CD35,,Dove Creek,US,37.599998,-108.634003,7723
CD36,Egnar Heliport,CD36,,Egnar,US,37.883301,-108.834000,8063
