Code,Name,ICAO,IATA,Location,CountryISO2,Latitude,Longitude,AltitudeFeet
SPAA,Caraz Airport,SPAA,,Ancash,PE,-9.051429,-77.810143,7401
SPAB,Huancabamba Airport,SPAB,,Huancabamba,PE,-5.256770,-79.442902,6312
SPAC,Ciro Alegria Airport,SPAC,,Bagua,PE,-4.567000,-77.917000,547
SPAG,Aguaytia Airport,SPAG,,Aguaytia,PE,-9.037410,-75.509201,5853
SPAI,Urpay Airport,SPAI,,Pataz,PE,-7.783333,-78.099998,10400
SPAL,Alao Airport,SPAL,,El Dorado,PE,-6.500000,-76.716698,1740
SPAM,Camana Airport,SPAM,,Camana,PE,-16.632999,-72.682999,209
SPAN,Sullana Airport,SPAN,,Sullana,PE,-4.903889,-80.685280,197
SPAO,San Juan Aposento Airport,SPAO,APE,San Juan Aposento,PE,-15.353900,-75.167099,23
SPAP,Picota Airport,SPAP,,Picota,PE,-6.900000,-76.383003,948
SPAR,Alerta Airport,SPAR,ALD,Fortaleza,PE,-11.683000,-69.333000,797
SPAS,Alferez FAP Alfredo Vladimir Sara Bauer Airport,SPAS,AOP,Andoas,PE,-2.796130,-76.466599,728
SPAT,Aguas Calientes Airport,SPAT,,Aguas Calientes,PE,-8.833330,-74.683296,9840
SPAY,Teniente General Gerardo Pérez Pinedo Airport,SPAY,ATG,Atalaya,PE,-10.729100,-73.766502,751
SPBA,Barranca Airport,SPBA,,Barranca,PE,-10.750000,-77.766670,160
SPBB,Moyobamba Airport,SPBB,MBP,Moyobamba,PE,-6.018889,-76.988327,2749
SPBC,Caballococha Airport,SPBC,,Caballococha,PE,-3.916860,-70.508202,328
SPBL,Huallaga Airport,SPBL,BLP,Bellavista,PE,-7.060560,-76.582199,980
SPBQ,Nuevo Acari Airport,SPBQ,,La Bella Unión,PE,-15.483334,-74.683334,590
SPBR,Iberia Airport,SPBR,IBP,Iberia,PE,-11.411600,-69.488701,750
SPBS,Bellavista Airport,SPBS,,Jeberos,PE,-5.288390,-76.292099,675
SPBT,Obenteni Airport,SPBT,,Obenteni,PE,-10.747778,-74.220558,3290
SPBY,Bayovar,SPBY,,Bayovar,PE,-5.830750,-81.025803,88
SPCC,Ciudad Constitución Airport,SPCC,,Ciudad Constitución,PE,-9.865278,-75.008888,775
SPCG,Casa Grande Airport,SPCG,,Ascope,PE,-7.743889,-79.186386,475
SPCH,Tocache Airport,SPCH,,Tocache,PE,-8.183000,-76.516998,1500
SPCL,Cap FAP David Abenzur Rengifo International Airport,SPCL,PCL,Pucallpa,PE,-8.377940,-74.574303,513
SPCM,Contamana Airport,SPCM,,Contamana,PE,-7.336670,-74.991402,480
SPCN,Cunocuno Airport,SPCN,,Cunocuno,PE,-15.977222,-73.108330,5300
SPCP,Pucacaca Airport,SPCP,,Pucacaca,PE,-6.833000,-76.333000,977
SPCR,Acarí Airbase Airport,SPCR,,Acarí,PE,-15.500000,-74.666672,540
SPCT,Chota Airport,SPCT,,Chota,PE,-6.550000,-78.650002,7800
SPDO,Mollendo Airport,SPDO,,Mollendo,PE,-17.045401,-71.983704,9
SPDR,Trompeteros Airport,SPDR,TDP,Corrientes,PE,-3.806010,-75.039299,427
SPEB,Pebas Airport,SPEB,,Loreto,PE,-3.333300,-71.816704,383
SPEN,Iscozasin Airport,SPEN,,Iscozasin,PE,-10.183000,-75.150002,898
SPEO,Teniente FAP Jaime A De Montreuil Morales Airport,SPEO,CHM,Chimbote,PE,-9.149610,-78.523804,69
SPEP,Puerto Esperanza Airport,SPEP,,Esperanza,PE,-9.768130,-70.706497,725
SPEQ,Cesar Torke Podesta Airport,SPEQ,,Moquegua,PE,-17.179001,-70.930801,4480
SPEZ,Puerto Bermudez Airport,SPEZ,,Oxapampa,PE,-10.299200,-74.937202,840
SPFA,Fausa Airport,SPFA,,Fausa,PE,-14.709400,-71.731102,14809
SPGM,Tingo Maria Airport,SPGM,TGI,Tingo Maria,PE,-9.133000,-75.949997,2010
SPGS,Lagunas Airport,SPGS,,Cajamarca,PE,-6.900000,-78.633331,12675
SPGT,Puerto Victoria Airport,SPGT,,Puerto Victoria,PE,-9.902610,-74.964104,782
SPGU,Baguá Airport,SPGU,,Baguá,PE,-5.634722,-78.530556,1375
SPHA,Chincha Airport,SPHA,,Chincha,PE,-13.370700,-76.112900,640
SPHC,Chala Airport,SPHC,,Puerto Chala,PE,-15.870000,-74.247398,112
SPHI,Capitan FAP Jose A Quinones Gonzales International Airport,SPHI,CIX,Chiclayo,PE,-6.787480,-79.828102,97
SPHL,Olmos Airport,SPHL,,<Olmos,PE,-5.984722,-79.745277,585
SPHO,Coronel FAP Alfredo Mendivil Duarte Airport,SPHO,AYP,Ayacucho,PE,-13.154800,-74.204399,8917
SPHU,Huancayo Airport,SPHU,,Huancayo,PE,-12.069900,-75.198502,10800
SPHV,Huánuco Viejo Airport,SPHV,,Huánuco Viejo,PE,-9.926320,-76.233902,6320
SPHY,Andahuaylas Airport,SPHY,ANS,Andahuaylas,PE,-13.706400,-73.350403,11300
