ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
43F6C4,2-JEFF,EA50,Eclipse,500,Eclipse 500,0,Sundance Operations,,000069,
43F6C5,2-DIVT,A109,Agusta-Westland,AW-109,Agusta-Westland AW-109,1,Private,,22734,
43F6C6,2-REDY,TBM9,Daher,TBM-910,Daher TBM-910,1,Private,,1336,
43F6CB,2-LBIS,B738,Boeing,737-8EH(BCF),Boeing 737-8EH(BCF),1,Private,,34281,2006
43F6D1,2-THCL,C25C,Cessna,525C Citation CJ4,Cessna 525C Citation CJ4,1,Private,,525C0200,2015
43F6EA,2-JECL,DH8D,De Havilland Canada,Dash 8-400,De Havilland Canada Dash 8-400,1,Private,,4114,2005
43F6FE,2-EJEL,C550,Cessna,550 Citation II,Cessna 550 Citation II,1,Private,,550-0643,
43F700,2-ANVL,FA8X,Falcon,8X,Falcon 8X,0,Volare Aviation (Guernsey),VLZ,491,
43F701,2-HWDN,CL60,Challenger,604,Challenger 604,0,Volare Aviation (Guernsey),VLZ,5522,
43F702,2-OTOD,C25B,Cessna,525B CitationJet CJ3+,Cessna 525B CitationJet CJ3+,0,Ortac,ORT,525B-0696,
43F703,2-TIJL,E55P,Embraer,Phenom 300,Embraer Phenom 300,0,Ortac,ORT,50500673,2022
43F704,2-RUFF,K100,Quest,Kodiak 100,Quest Kodiak 100,1,Private,,100-0321,
43F709,2-RAQB,AT76,ATR,72-600 (72-212A),ATR 72-600 (72-212A),0,Loganair,LOG,1054,2012
43F70D,2-ZENP,E55P,Embraer,Phenom 300,Embraer Phenom 300,0,Ortac,ORT,50500776,
43F710,2-IBAZ,B739,Boeing,737-9GP(ER),Boeing 737-9GP(ER),0,FTAI Aviation,,35717,2007
43F71A,2-ALPS,FA50,Dassault,Falcon 50,Dassault Falcon 50,1,Private,,011,1980
43F758,2-TESJ,DA40,Diamond,DA 40 D Star,Diamond DA 40 D Star,1,Private,,D4.310,
43F760,2-FWSN,B738,Boeing,737-8EH,Boeing 737-8EH,1,Private,,34280,2006
43F761,2-BPDQ,B738,Boeing,737-8K5(BCF),Boeing 737-8K5(BCF),1,Private,,34684,2006
43F76D,2-EZBC,A319,Airbus,A319-111,Airbus A319-111,0,Heston Materials,,2866,2006
43F76E,2-XNIV,AT75,ATR,72-500,ATR 72-500,0,Abelo,,767,2007
43F76F,2-XSEV,AT72,ATR,72-500,ATR 72-500,1,Private,,699,2006
43F771,2-VIDS,B738,Boeing,737-8FE(BDSF),Boeing 737-8FE(BDSF),0,World Star Aviation,,33997,2004
43F772,2-ESTA,B738,Boeing,737-8FE(BDSF)(WL),Boeing 737-8FE(BDSF)(WL),0,World Star Aviation,,34014,2004
43F773,2-PTXC,TBM7,Socata,TBM-700C2,Socata TBM-700C2,1,Private,,321,2005
43F776,2-CHOP,B06,Agusta-Bell,206A JetRanger,Agusta-Bell 206A JetRanger,1,Private,,8185,
43F77B,2-SMRT,CRJ2,Mitsubishi,Challenger 800,Mitsubishi Challenger 800,0,Volare Aviation (Guernsey),VLZ,8053,2006
43F786,2-LIVI,E50P,Embraer,Phenom 100,Embraer Phenom 100,1,Private,,50000370,
43F78A,2-AMBO,ASTR,IAI,1125A Astra SPX,IAI 1125A Astra SPX,1,Private,,089,1997
43F78E,2-ALCB,BCS3,Airbus,A220-300,Airbus A220-300,1,Private,,55309,2024
43F791,2-ALCA,BCS3,Airbus,A220-300,Airbus A220-300,1,Private,,55303,2024
43F794,2-RBFA,B734,Boeing,737-4M0(SF),Boeing 737-4M0(SF),0,Royal Aero,,29204,1998
43F795,2-ANJA,BE20,Beech,B200 Super King Air,Beech B200 Super King Air,1,Private,,BB-1244,1986
43F7B3,2-WKTR,BE20,Beechcraft,200T King Air,Beechcraft 200T King Air,0,DEA Aviation,WKT,BT-13,
43F7BD,2-IDTI,A320,Airbus,A320-216,Airbus A320-216,0,Tianjin Yuqing Chuntong Aviation Technology,,03976,2009
43F7BE,2-IDTJ,A320,Airbus,A320-216,Airbus A320-216,0,ITA Airways,ITY,3978,2009
43F7C0,2-ONEL,LJ75,Learjet,75,Learjet 75,1,Private,,45-535,2016
43F7C3,2-WKTP,B350,Beech,King Air 350,Beech King Air 350,0,DEA Aviation,WKT,FL-203,1998
43F7D5,2-IBZA,CL60,Bombardier,Challenger 604,Bombardier Challenger 604,0,Volare Aviation (Guernsey),VLZ,5463,2000
43F7D9,2-OTNP,B734,Boeing,737-45D(BDSF),Boeing 737-45D(BDSF),1,Private,,27256,1994
43F7DF,2-JMCL,B733,Boeing,737-322(SF),Boeing 737-322(SF),0,Melton Aviation,,23951,1988
43F7E2,2-PINK,FA8X,Dassault,Falcon 8X,Dassault Falcon 8X,1,Private,,,
43F7EB,2-MISO,C25A,Cessna,Citation CJ2,Cessna Citation CJ2,0,Volare Aviation (Guernsey),VLZ,525A0239,2005
